date,lat,lon,fishing_hours
2018-01-01,5.5,100.0,35.788611111111116
2018-01-01,5.5,100.1,71.53333333333333
2018-01-01,5.5,100.2,227.9136111111111
2018-01-01,5.5,100.3,16.864444444444445
2018-01-01,5.5,115.2,53.1711111111111
2018-01-01,5.5,115.3,0.6008333333333333
2018-01-01,5.6,100.0,136.6897222222222
2018-01-01,5.6,100.1,3182.506388888889
2018-01-01,5.6,100.2,4271.418055555556
2018-01-01,5.6,100.3,98.13166666666667
2018-01-01,5.7,99.9,7.020277777777777
2018-01-01,5.7,100.0,230.38055555555553
2018-01-01,5.7,100.1,2880.595
2018-01-01,5.7,100.2,5990.6291666666675
2018-01-01,5.7,100.3,231.56888888888886
2018-01-01,5.7,100.4,36.80972222222222
2018-01-01,5.8,99.9,22.47833333333333
2018-01-01,5.8,100.0,96.34666666666668
2018-01-01,5.8,100.1,1553.3302777777776
2018-01-01,5.8,100.2,730.361111111111
2018-01-01,5.8,100.3,5.4847222222222225
2018-01-01,5.9,100.0,24.41388888888889
2018-01-01,5.9,100.1,119.715
2018-01-01,5.9,100.2,134.1386111111111
2018-01-01,5.9,100.3,21.051944444444445
2018-01-01,6.0,99.9,1.5019444444444443
2018-01-01,6.0,100.0,42.9875
2018-01-01,6.0,100.1,58.86805555555556
2018-01-01,6.0,100.2,1643.6474999999998
2018-01-01,6.0,100.3,197.07527777777784
2018-01-01,6.1,100.0,17.34583333333333
2018-01-01,6.1,100.1,156.19805555555556
2018-01-01,6.1,100.2,852.5302777777778
2018-01-01,6.1,100.3,18.31583333333333
2018-01-01,6.2,100.0,7.282777777777778
2018-01-01,6.2,100.1,28.585555555555562
2018-01-01,6.2,100.2,63.87777777777778
2018-01-01,6.2,102.2,19.42472222222222
2018-01-01,6.2,102.3,172.70472222222224
2018-01-01,6.2,102.4,139.38888888888889
2018-01-01,6.3,99.6,13.335833333333333
2018-01-01,6.3,102.2,0.40055555555555555
2018-01-01,6.3,102.3,212.84888888888892
2018-01-01,6.3,102.4,5.599166666666667
2018-01-01,7.4,99.0,36.28611111111111
2018-01-01,7.4,99.1,8.939722222222223
2018-01-01,7.4,99.2,43.85777777777778
2018-01-01,7.5,99.0,6.229722222222222
2018-01-01,7.5,99.1,48.0536111111111
2018-01-01,7.6,99.1,0.25
2018-01-01,10.9,99.6,1.8033333333333332
2018-01-01,11.0,99.6,7.763611111111111
2018-01-01,11.0,99.7,26.409722222222225
2018-01-01,11.0,99.8,26.478888888888886
2018-01-01,11.0,99.9,8.033333333333333
2018-01-01,11.1,99.6,25.275277777777777
2018-01-01,11.1,99.7,82.65527777777777
2018-01-01,11.1,99.8,81.90166666666667
2018-01-01,11.1,99.9,5.453333333333333
2018-01-01,11.2,99.7,73.23333333333333
2018-01-01,11.2,99.8,125.72916666666667
2018-01-01,11.2,99.9,16.069444444444443
2018-01-01,11.3,99.7,32.86527777777777
2018-01-01,11.3,99.8,33.77916666666666
2018-01-01,11.3,99.9,21.075833333333332
2018-01-01,11.4,99.7,76.99777777777778
2018-01-01,11.4,99.8,8.239722222222222
2018-01-01,11.5,99.7,4.518611111111111
2018-01-01,11.7,101.1,4.596666666666667
2018-01-01,11.8,100.7,20.681666666666665
2018-01-01,11.8,101.1,0.3738888888888889
2018-01-01,11.8,101.2,2.285277777777778
2018-01-01,11.8,101.4,1.6233333333333333
2018-01-01,11.9,100.6,2.2958333333333334
2018-01-01,11.9,100.7,2.1341666666666668
2018-01-01,11.9,101.4,22.122222222222224
2018-01-01,12.0,100.8,0.14083333333333334
2018-01-01,12.0,112.3,2.151111111111111
2018-01-01,12.1,101.2,22.430555555555554
2018-01-01,12.1,101.3,2.166666666666667
2018-01-01,12.2,101.0,0.7255555555555555
2018-01-01,12.2,101.2,0.7708333333333334
2018-01-01,12.3,100.8,0.3852777777777778
2018-01-01,12.3,101.3,4.231388888888889
2018-01-01,12.3,112.5,5.898888888888889
2018-01-01,12.4,101.2,43.55361111111112
2018-01-01,12.4,101.3,42.06444444444444
2018-01-01,12.4,101.4,7.144444444444445
2018-01-01,12.4,101.5,1.5813888888888887
2018-01-01,12.4,101.6,14.508055555555554
2018-01-01,12.5,100.3,11.89777777777778
2018-01-01,12.5,101.0,5.683055555555555
2018-01-01,12.5,101.1,37.74555555555556
2018-01-01,12.5,101.2,68.22583333333336
2018-01-01,12.5,101.3,193.7808333333333
2018-01-01,12.5,101.4,75.59805555555556
2018-01-01,12.5,101.5,15.119166666666665
2018-01-01,12.5,101.6,28.48111111111111
2018-01-01,12.6,100.3,30.943055555555556
2018-01-01,12.6,100.4,1.6525
2018-01-01,12.6,100.7,0.9447222222222222
2018-01-01,12.6,100.8,6.179444444444445
2018-01-01,12.6,100.9,11.375833333333333
2018-01-01,12.6,101.0,76.77055555555557
2018-01-01,12.6,101.1,74.59277777777777
2018-01-01,12.6,101.2,71.72277777777776
2018-01-01,12.6,101.3,36.20972222222222
2018-01-01,12.6,101.4,1.4791666666666667
2018-01-01,12.6,101.5,4.802222222222222
2018-01-01,12.7,100.3,73.19222222222223
2018-01-01,12.7,100.4,3.668055555555556
2018-01-01,12.7,100.6,1.0588888888888888
2018-01-01,12.7,100.7,16.680833333333332
2018-01-01,12.8,100.3,189.75305555555553
2018-01-01,12.8,100.4,36.29666666666667
2018-01-01,12.8,100.5,1.9741666666666666
2018-01-01,12.8,100.6,78.26305555555555
2018-01-01,12.8,100.7,13.18833333333333
2018-01-01,12.8,100.8,0.6747222222222222
2018-01-01,12.9,100.2,32.93972222222222
2018-01-01,12.9,100.3,114.27055555555556
2018-01-01,12.9,100.4,16.736111111111114
2018-01-01,12.9,100.5,48.04277777777777
2018-01-01,12.9,100.6,181.57
2018-01-01,12.9,100.7,174.89555555555555
2018-01-01,13.0,100.2,0.9886111111111111
2018-01-01,13.0,100.3,40.48666666666666
2018-01-01,13.0,100.4,41.931444453888886
2018-01-01,13.0,100.5,192.00611111111112
2018-01-01,13.0,100.6,692.6827777777778
2018-01-01,13.0,100.7,768.2022222222221
2018-01-01,13.0,100.8,67.8861111111111
2018-01-01,13.1,100.2,0.051666666666666666
2018-01-01,13.1,100.3,7.856111111111111
2018-01-01,13.1,100.4,11.796333323888888
2018-01-01,13.1,100.5,238.78666666666666
2018-01-01,13.1,100.6,1271.492222222222
2018-01-01,13.1,100.7,2627.3097222222214
2018-01-01,13.1,100.8,70.48277777777778
2018-01-01,13.2,100.3,0.9258333333333334
2018-01-01,13.2,100.4,2.9747222222222223
2018-01-01,13.2,100.5,83.99055555555556
2018-01-01,13.2,100.6,658.6202777777778
2018-01-01,13.2,100.7,2430.4011111111113
2018-01-01,13.2,100.8,1193.0455555555554
2018-01-01,13.2,100.9,92.29333333333332
2018-01-01,13.3,100.4,15.894166666666665
2018-01-01,13.3,100.5,103.89083333333335
2018-01-01,13.3,100.6,347.90472222222235
2018-01-01,13.3,100.7,1243.5069444444453
2018-01-01,13.3,100.8,1225.4230555555557
2018-01-01,13.3,100.9,15.80111111111111
2018-01-01,13.4,100.6,21.017500000000002
2018-01-01,13.4,100.7,244.42055555555555
2018-01-01,13.4,100.8,644.8869444444447
2018-01-01,13.4,100.9,15.258888888888887
2018-01-01,13.4,113.2,2.450833333333333
2018-01-01,13.5,100.6,5.515555555555555
2018-01-01,13.5,100.7,0.6002777777777778
2018-01-01,13.5,100.8,5.984166666666667
2018-01-01,13.7,100.6,34.78194444444445
2018-01-01,13.9,113.5,11.445833333333333
2018-01-01,14.0,113.6,2.8519444444444444
2018-01-01,15.4,114.7,22.15138888888889
2018-01-01,15.8,108.4,22.886111111111113
2018-01-01,15.8,108.5,46.70194444444445
2018-01-01,15.9,108.4,73.07694444444445
2018-01-01,15.9,108.5,78.72749999999999
2018-01-01,15.9,108.6,218.9741666666667
2018-01-01,15.9,108.7,21.50861111111111
2018-01-01,16.0,108.3,0.9077777777777778
2018-01-01,16.0,108.4,28.47138888888888
2018-01-01,16.0,108.5,35.69166666666667
2018-01-01,16.0,108.6,129.7188888888889
2018-01-01,16.0,108.7,23.999722222222225
2018-01-01,16.1,108.2,1.6222222222222222
2018-01-01,16.1,108.3,4.330277777777778
2018-01-01,16.1,108.4,14.544722222222221
2018-01-01,16.1,108.5,6.009722222222223
2018-01-01,16.1,108.6,11.381388888888889
2018-01-01,16.1,115.1,8.249722222222223
2018-01-01,16.2,108.2,3.515
2018-01-01,16.2,108.3,6.995277777777778
2018-01-01,16.2,108.4,4.168611111111112
2018-01-01,16.2,115.1,1.0491666666666666
2018-01-01,16.3,108.2,3.0102777777777776
2018-01-01,16.3,108.3,1.3086111111111112
2018-01-01,16.3,108.4,4.977222222222222
2018-01-01,17.1,108.2,1.1588888888888889
2018-01-01,17.2,108.2,0.8358333333333333
2018-01-01,17.2,115.6,11.599166666666667
2018-01-01,17.3,115.7,1.2505555555555556
2018-01-01,17.6,108.2,1.0772222222222223
2018-01-01,17.8,109.5,2.9575
2018-01-01,17.9,108.1,7.465
2018-01-01,17.9,109.4,3.8816666666666664
2018-01-01,18.0,108.1,13.555833333333334
2018-01-01,18.0,109.1,6.345
2018-01-01,18.0,109.2,13.505555555555555
2018-01-01,18.0,109.3,54.3675
2018-01-01,18.0,109.4,32.74916666666667
2018-01-01,18.0,109.5,82.88138888888889
2018-01-01,18.0,109.6,151.62111111111113
2018-01-01,18.0,109.7,12.267777777777777
2018-01-01,18.1,108.1,11.648055555555555
2018-01-01,18.1,108.8,0.0
2018-01-01,18.1,109.0,72.5911111111111
2018-01-01,18.1,109.1,165.64111111111114
2018-01-01,18.1,109.2,421.9675
2018-01-01,18.1,109.3,928.8263888888889
2018-01-01,18.1,109.4,856.8105555555557
2018-01-01,18.1,109.5,1634.7641666666668
2018-01-01,18.1,109.6,444.04277777777776
2018-01-01,18.1,109.7,23.774166666666666
2018-01-01,18.1,109.8,21.46888888888889
2018-01-01,18.1,109.9,5.705
2018-01-01,18.2,108.4,6.308055555555556
2018-01-01,18.2,108.5,1.2602777777777778
2018-01-01,18.2,108.6,1.0333333333333332
2018-01-01,18.2,108.7,1.6913888888888886
2018-01-01,18.2,108.8,6.4675
2018-01-01,18.2,108.9,47.54277777777778
2018-01-01,18.2,109.0,368.0805555555555
2018-01-01,18.2,109.1,1634.8497222222222
2018-01-01,18.2,109.2,4320.062777777778
2018-01-01,18.2,109.3,8154.648888888891
2018-01-01,18.2,109.4,4862.990555555557
2018-01-01,18.2,109.5,2571.5563888888887
2018-01-01,18.2,109.6,47.704166666666666
2018-01-01,18.2,109.7,0.0
2018-01-01,18.2,109.8,16.919166666666666
2018-01-01,18.3,108.6,53.738611111111105
2018-01-01,18.3,108.7,16.930555555555557
2018-01-01,18.3,108.8,115.04805555555554
2018-01-01,18.3,108.9,384.3219444444444
2018-01-01,18.3,109.0,1044.3327777777777
2018-01-01,18.3,109.1,4436.374444444444
2018-01-01,18.3,109.2,701.8955555555556
2018-01-01,18.3,109.3,403.4588888888888
2018-01-01,18.3,109.4,722.1616666666666
2018-01-01,18.3,109.5,182.84527777777774
2018-01-01,18.3,109.8,0.6163888888888889
2018-01-01,18.3,109.9,2.5147222222222223
2018-01-01,18.3,110.0,3.8358333333333334
2018-01-01,18.4,108.4,8.298055555555555
2018-01-01,18.4,108.6,1.1480555555555556
2018-01-01,18.4,108.7,75.34416666666665
2018-01-01,18.4,108.8,354.31166666666667
2018-01-01,18.4,108.9,20.957222222222224
2018-01-01,18.4,109.0,1.9513888888888888
2018-01-01,18.4,109.1,1119.2869444444443
2018-01-01,18.5,107.1,0.0
2018-01-01,18.5,108.3,1.3205555555555555
2018-01-01,18.5,108.4,1.7505555555555554
2018-01-01,18.5,108.5,0.45805555555555555
2018-01-01,18.5,111.3,0.5583333333333333
2018-01-01,18.6,107.1,2.2669444444444444
2018-01-01,18.6,107.4,6.172777777777778
2018-01-01,18.6,107.9,0.5013888888888889
2018-01-01,18.6,108.3,7.576388888888889
2018-01-01,18.6,108.4,21.24361111111111
2018-01-01,18.6,108.5,3.2719444444444443
2018-01-01,18.7,107.1,5.333611111111111
2018-01-01,18.7,107.2,25.669999999999998
2018-01-01,18.7,107.5,2.2313888888888886
2018-01-01,18.7,107.6,6.369166666666667
2018-01-01,18.7,108.2,3.399166666666667
2018-01-01,18.7,108.3,15.069166666666666
2018-01-01,18.7,108.4,54.2513888888889
2018-01-01,18.7,108.5,65.93916666666667
2018-01-01,18.8,107.0,2.1569444444444446
2018-01-01,18.8,107.1,11.895833333333334
2018-01-01,18.8,107.2,0.9286111111111112
2018-01-01,18.8,107.5,38.35944444444445
2018-01-01,18.8,108.1,1.7516666666666665
2018-01-01,18.8,108.2,40.602222222222224
2018-01-01,18.8,108.3,40.786944444444444
2018-01-01,18.8,108.4,46.98083333333332
2018-01-01,18.8,108.5,153.56583333333333
2018-01-01,18.8,108.6,25.68472222222222
2018-01-01,18.8,110.8,0.06694444444444445
2018-01-01,18.8,110.9,0.5336111111111111
2018-01-01,18.9,107.0,0.8425
2018-01-01,18.9,107.1,11.994722222222222
2018-01-01,18.9,107.2,2.2919444444444443
2018-01-01,18.9,107.4,0.8791666666666667
2018-01-01,18.9,107.5,1.9469444444444446
2018-01-01,18.9,107.6,0.255
2018-01-01,18.9,107.9,0.0
2018-01-01,18.9,108.0,5.469166666666666
2018-01-01,18.9,108.1,7.738333333333333
2018-01-01,18.9,108.2,8.87722222222222
2018-01-01,18.9,108.3,74.97555555555556
2018-01-01,18.9,108.4,288.16499999999996
2018-01-01,18.9,108.5,228.06166666666667
2018-01-01,18.9,108.6,81.74166666666666
2018-01-01,18.9,110.7,0.38305555555555554
2018-01-01,19.0,107.1,5.015555555555556
2018-01-01,19.0,107.2,2.31
2018-01-01,19.0,107.5,4.9975
2018-01-01,19.0,107.6,3.313055555555555
2018-01-01,19.0,107.9,8.092500000000001
2018-01-01,19.0,108.0,6.529444444444445
2018-01-01,19.0,108.1,6.740555555555556
2018-01-01,19.0,108.2,11.520555555555555
2018-01-01,19.0,108.3,47.80166666666666
2018-01-01,19.0,108.4,324.8686111111111
2018-01-01,19.0,108.5,287.7686111111111
2018-01-01,19.0,108.6,21.127777777777776
2018-01-01,19.0,110.8,12.227777777777778
2018-01-01,19.0,110.9,10.47
2018-01-01,19.0,111.1,10.299999999999997
2018-01-01,19.0,111.6,1.225
2018-01-01,19.0,111.7,2.415833333333333
2018-01-01,19.1,107.1,0.6411111111111111
2018-01-01,19.1,107.2,4.734999999999999
2018-01-01,19.1,107.3,3.1550000000000002
2018-01-01,19.1,107.4,10.030555555555555
2018-01-01,19.1,107.5,12.539722222222222
2018-01-01,19.1,107.6,17.216111111111108
2018-01-01,19.1,107.8,0.9780555555555556
2018-01-01,19.1,107.9,6.901944444444444
2018-01-01,19.1,108.0,24.965000000000003
2018-01-01,19.1,108.1,56.033611111111114
2018-01-01,19.1,108.2,162.07194444444445
2018-01-01,19.1,108.3,230.4325
2018-01-01,19.1,108.4,764.7388888888889
2018-01-01,19.1,108.5,778.8438888888888
2018-01-01,19.1,108.6,250.9061111111111
2018-01-01,19.1,110.7,4.6
2018-01-01,19.1,110.8,41.61694444444444
2018-01-01,19.1,110.9,121.55805555555557
2018-01-01,19.1,111.0,7.284444444444444
2018-01-01,19.1,111.1,55.89916666666667
2018-01-01,19.1,111.2,2.022222222222222
2018-01-01,19.2,107.3,6.304722222222223
2018-01-01,19.2,107.4,2.8113888888888887
2018-01-01,19.2,107.5,37.62972222222222
2018-01-01,19.2,107.6,1.1588888888888889
2018-01-01,19.2,107.8,11.704444444444444
2018-01-01,19.2,107.9,30.13083333333333
2018-01-01,19.2,108.0,71.12333333333333
2018-01-01,19.2,108.1,47.529722222222226
2018-01-01,19.2,108.2,102.64083333333332
2018-01-01,19.2,108.3,170.86305555555558
2018-01-01,19.2,108.4,521.7391666666667
2018-01-01,19.2,108.5,775.9888888888888
2018-01-01,19.2,108.6,532.5658333333334
2018-01-01,19.2,110.8,1.6333333333333333
2018-01-01,19.2,110.9,14.787499999999998
2018-01-01,19.2,111.0,37.468611111111116
2018-01-01,19.2,111.1,104.98916666666666
2018-01-01,19.2,111.2,30.670555555555552
2018-01-01,19.2,111.3,22.07611111111111
2018-01-01,19.2,111.5,1.666666666666667
2018-01-01,19.3,107.3,3.3091666666666666
2018-01-01,19.3,107.4,14.1525
2018-01-01,19.3,107.5,4.818888888888888
2018-01-01,19.3,107.6,21.703611111111112
2018-01-01,19.3,107.7,1.1086111111111112
2018-01-01,19.3,107.8,9.195555555555556
2018-01-01,19.3,107.9,6.585000000000001
2018-01-01,19.3,108.0,18.72277777777778
2018-01-01,19.3,108.1,84.98222222222222
2018-01-01,19.3,108.2,110.22916666666667
2018-01-01,19.3,108.3,131.26694444444445
2018-01-01,19.3,108.4,265.5875
2018-01-01,19.3,108.5,493.50805555555553
2018-01-01,19.3,108.6,947.2441666666664
2018-01-01,19.3,108.7,20.105555555555554
2018-01-01,19.3,110.7,0.8666666666666667
2018-01-01,19.3,110.8,22.426111111111112
2018-01-01,19.3,110.9,177.54166666666663
2018-01-01,19.3,111.0,42.304722222222225
2018-01-01,19.3,111.1,133.16916666666668
2018-01-01,19.3,111.2,162.0772222222222
2018-01-01,19.3,111.3,30.129722222222227
2018-01-01,19.3,111.4,15.378055555555555
2018-01-01,19.3,111.9,0.7166666666666666
2018-01-01,19.4,107.2,1.7552777777777777
2018-01-01,19.4,107.7,1.4258333333333333
2018-01-01,19.4,107.8,17.74277777777778
2018-01-01,19.4,107.9,23.6025
2018-01-01,19.4,108.0,14.755833333333333
2018-01-01,19.4,108.1,106.81888888888888
2018-01-01,19.4,108.2,210.4380555555556
2018-01-01,19.4,108.3,184.66722222222222
2018-01-01,19.4,108.4,177.99527777777777
2018-01-01,19.4,108.5,137.52527777777777
2018-01-01,19.4,108.6,128.07083333333333
2018-01-01,19.4,108.7,191.84222222222223
2018-01-01,19.4,108.8,16.175833333333333
2018-01-01,19.4,110.8,5.1997222222222215
2018-01-01,19.4,110.9,94.42888888888889
2018-01-01,19.4,111.0,43.63055555555556
2018-01-01,19.4,111.1,1.5366666666666666
2018-01-01,19.4,111.2,175.02472222222224
2018-01-01,19.4,111.3,150.86694444444444
2018-01-01,19.4,111.4,31.701388888888886
2018-01-01,19.4,111.5,6.089722222222222
2018-01-01,19.4,111.8,1.2077777777777776
2018-01-01,19.4,111.9,5.411111111111111
2018-01-01,19.4,112.0,0.6341666666666667
2018-01-01,19.5,107.2,28.12777777777778
2018-01-01,19.5,107.5,3.553611111111111
2018-01-01,19.5,107.6,0.9508333333333334
2018-01-01,19.5,107.7,0.8775000000000001
2018-01-01,19.5,107.8,3.9369444444444444
2018-01-01,19.5,107.9,3.0613888888888887
2018-01-01,19.5,108.0,13.279444444444444
2018-01-01,19.5,108.1,44.63722222222223
2018-01-01,19.5,108.2,110.50861111111112
2018-01-01,19.5,108.3,118.38916666666668
2018-01-01,19.5,108.4,334.3938888888889
2018-01-01,19.5,108.5,97.24972222222223
2018-01-01,19.5,108.6,77.1488888888889
2018-01-01,19.5,108.7,72.44194444444445
2018-01-01,19.5,108.8,164.2302777777778
2018-01-01,19.5,108.9,0.33333333333333337
2018-01-01,19.5,110.8,0.5997222222222223
2018-01-01,19.5,110.9,52.147222222222226
2018-01-01,19.5,111.0,137.23472222222222
2018-01-01,19.5,111.1,15.057777777777776
2018-01-01,19.5,111.2,3.966111111111111
2018-01-01,19.5,111.3,126.41805555555554
2018-01-01,19.5,111.4,30.161111111111108
2018-01-01,19.5,111.5,46.33111111111111
2018-01-01,19.5,111.6,24.63111111111111
2018-01-01,19.5,111.7,27.803333333333335
2018-01-01,19.5,111.8,10.598611111111111
2018-01-01,19.5,111.9,8.7625
2018-01-01,19.5,112.0,22.400833333333335
2018-01-01,19.5,112.1,0.9772222222222221
2018-01-01,19.6,107.2,3.479722222222222
2018-01-01,19.6,107.3,4.029444444444444
2018-01-01,19.6,107.4,15.712777777777777
2018-01-01,19.6,107.6,14.344166666666665
2018-01-01,19.6,107.7,0.25333333333333335
2018-01-01,19.6,107.8,0.5349999999999999
2018-01-01,19.6,107.9,0.30027777777777775
2018-01-01,19.6,108.0,9.218055555555555
2018-01-01,19.6,108.1,39.22805555555555
2018-01-01,19.6,108.2,7.679166666666666
2018-01-01,19.6,108.3,125.74305555555556
2018-01-01,19.6,108.4,26.810000000000002
2018-01-01,19.6,108.5,50.922777777777775
2018-01-01,19.6,108.6,81.965
2018-01-01,19.6,108.7,60.36055555555555
2018-01-01,19.6,108.8,85.19361111111112
2018-01-01,19.6,108.9,53.806111111111115
